Star HIP,RA (degrees),Dec (degrees),Magnitude,Color,xx,yy,zz,pl_name
8102,26.004696254874776,-15.931604718523872,3.49,0.727,1.2611163375279836e+18,6.365093826975702e+17,1.0945027032690634e+17,Wolf 503 b
8198,26.34895405180304,9.158003969437589,4.26,0.942,3.3252827892199224e+18,1.6596049973210173e+18,5.291922728972919e+17,Wolf 503 b
8497,27.39521907940048,-10.687060100096954,4.66,0.333,1.7995388912700467e+18,9.185021293870263e+17,5224061531736400.0,Wolf 503 b
8645,27.865411110423214,-10.3352993546938,3.74,1.136,3.295432495567529e+18,1.7160274143797112e+18,-2.9937391356161594e+17,Wolf 503 b
8796,28.270544618366586,29.57722187261977,3.42,0.488,1.6284689727486216e+18,8.389231484010652e+17,4.397537825415192e+17,Wolf 503 b
8832,28.383138453224795,19.29317013578968,3.88,-0.047,2.769312752798812e+18,1.456519603066257e+18,7.79145599306825e+17,Wolf 503 b
8833,28.38912319974112,3.1877009251266406,4.61,0.928,2.7479681187639363e+18,1.4452005050353503e+18,2.40628836413741e+17,Wolf 503 b
8837,28.41050394500296,-46.30329766390707,4.39,1.597,3.0111372619701115e+18,1.5883218434293489e+18,-2.0576840846297884e+18,Wolf 503 b
8886,28.59935224955399,63.66997314447979,3.35,-0.15,2.7921050653054167e+18,1.476789241971753e+18,3.8877561663392256e+18,Wolf 503 b
8903,28.66074689810932,20.807286676296933,2.64,0.165,1.62622551950751e+18,8.417912801266903e+17,3.405860746252543e+17,Wolf 503 b
8928,28.73525540738888,-67.64679997534982,4.68,0.931,1.848040403149949e+18,9.641903222578296e+17,-1.7571639115350976e+18,Wolf 503 b
9007,28.99701297381737,-51.60694034708662,3.69,0.844,1.4569357220482547e+18,7.514997502652037e+17,-2.825437387516601e+17,Wolf 503 b
9009,29.000369671983417,68.68517486700316,4.97,-0.084,3.273528901216662e+18,1.7584915601622026e+18,6.322385465977284e+18,Wolf 503 b
9061,29.167954855923167,-22.52699255024503,4.92,1.434,4.206450126295375e+18,2.2872788635256858e+18,-1.3048856515281155e+18,Wolf 503 b
9095,29.293034606265536,-47.3852168347433,4.82,0.864,2.654915057881389e+18,1.4255680170935803e+18,-1.7179639240769285e+18,Wolf 503 b
9153,29.48146806949714,23.595961575113765,4.79,0.29,2.1689847086812534e+18,1.1573084386464873e+18,6.44698841271857e+17,Wolf 503 b
9236,29.696266027424567,-61.569674029328105,2.86,0.29,1.4428464327983736e+18,7.481723396288147e+17,-4.529169910884798e+17,Wolf 503 b
9347,30.00226364343148,-21.078000255927574,3.99,1.554,3.4640849364670024e+18,1.9172221248333066e+18,-8.834060075573211e+17,Wolf 503 b
9480,30.48824096871556,70.9069464812232,4.49,0.164,1.4754895298443745e+18,7.725432811971434e+17,1.1851200954049864e+18,Wolf 503 b
9487,30.51197954241612,2.7637565785253635,3.82,0.024,2.29618443623071e+18,1.2563746044367114e+18,2.0379214853737235e+17,Wolf 503 b
9505,30.575850664657324,54.48751780257151,4.99,-0.071,4.663187267777521e+18,2.656571724557243e+18,5.835906568236201e+18,Wolf 503 b
9598,30.857770252455325,72.42144911777717,3.95,-0.002,1.561466382702553e+18,8.266303612684035e+17,1.6023862200321234e+18,Wolf 503 b
9640,30.97520527560156,42.329374958192304,2.1,1.37,3.292144942965896e+18,1.8666151333610435e+18,2.401387014734577e+18,Wolf 503 b
9677,31.12275940645638,-29.29676015018269,4.68,-0.156,3.715015357861712e+18,2.1294035591864684e+18,-1.5318002639483482e+18,Wolf 503 b
9884,31.794793042472943,23.46142045880772,2.01,1.151,1.6500769350100214e+18,8.904720600605034e+17,3.8863022622948845e+17,Wolf 503 b
9977,32.12325932429199,37.858777106160346,4.78,0.12,2.4158392481950863e+18,1.3751395713210294e+18,1.2894701141146647e+18,Wolf 503 b
10053,32.35616086233781,25.939664552507747,4.98,0.339,3.464163600976947e+18,2.0464154763438592e+18,1.4649459784281098e+18,Wolf 503 b
10064,32.387194284714965,34.98702775434603,3.0,0.14,1.977426032057919e+18,1.1051157991699771e+18,8.14628836900897e+17,Wolf 503 b
10280,33.09231991979113,30.30264657486612,4.94,0.77,3.2537205792907387e+18,1.9510301575057597e+18,1.5981663119963889e+18,Wolf 503 b
10324,33.24979866167504,8.846618254861736,4.36,0.878,3.993873710271797e+18,2.444490444293623e+18,6.670389670459037e+17,Wolf 503 b
10340,33.30531930492678,44.23154706432287,4.84,1.476,4.317191013969277e+18,2.660836803647665e+18,3.813509084787555e+18,Wolf 503 b
10602,34.12844191494999,-51.51231526316686,3.56,-0.12,1.9186737919794534e+18,1.1006606207314291e+18,-1.0065338581977764e+18,Wolf 503 b
10644,34.273038252837225,34.222536158523035,4.84,0.607,1.392528622362624e+18,7.448962022840067e+17,3.285686834442718e+17,Wolf 503 b
10670,34.328985520774765,33.846833001440004,4.03,0.019,1.9270577718797788e+18,1.1102508640152287e+18,7.601302354562742e+17,Wolf 503 b
11001,35.43631506782431,-68.65940168877292,4.08,0.034,1.543482502544937e+18,8.592129832613057e+17,-1.0522476943516593e+18,Wolf 503 b
11313,36.4061839638173,50.27853228610331,4.73,1.532,2.841526239073838e+18,1.8262290608193367e+18,2.649237824867045e+18,Wolf 503 b
11345,36.487439546843824,-12.29055783507767,4.88,-0.027,5.092568978241828e+18,3.494826448058051e+18,-9.242523036608013e+17,Wolf 503 b
11407,36.74654704428184,-47.70387754778872,4.24,-0.136,3.8606689884911575e+18,2.602617073025891e+18,-3.5589046902929807e+18,Wolf 503 b
11484,37.040050491579365,8.459954097670764,4.3,-0.053,2.4786175870539735e+18,1.5812500815710725e+18,3.8533296696776474e+17,Wolf 503 b
11569,37.26594102058533,67.40272879031919,4.46,0.153,1.5734031191413256e+18,9.006712832954752e+17,1.376813124457013e+18,Wolf 503 b
11767,37.978193574676204,89.26402863410254,1.97,0.636,1.2051743411977103e+18,6.213208055831052e+17,4.2216489392820695e+18,Wolf 503 b
11783,38.02120771226365,-15.245686758692852,4.74,0.454,1.7694071046934784e+18,1.0625341431022179e+18,-6.916259066674565e+16,Wolf 503 b
11918,38.46116761995172,-28.23235312214142,4.96,-0.05,4.124587021095122e+18,2.940862074129557e+18,-1.8898309636434693e+18,Wolf 503 b
12093,38.96843398175161,5.593089764687819,4.87,0.88,3.886429550865827e+18,2.7912790654940585e+18,4.832662353390039e+17,Wolf 503 b
12387,39.87075230960048,0.3284932510605736,4.08,-0.212,5.862715806761597e+18,4.513847950638072e+18,1.7544512431056074e+17,Wolf 503 b
12390,39.89218505117721,-11.87378130623978,4.83,0.447,1.7901989344997087e+18,1.1126239560390262e+18,-3.129939269025253e+16,Wolf 503 b
12394,39.89896248833415,-68.26694232740019,4.12,-0.061,1.575963200048003e+18,9.336275406097037e+17,-1.207275526157804e+18,Wolf 503 b
12413,39.9508341904848,-42.89177351264826,4.74,0.061,1.852938726143977e+18,1.1662672774254574e+18,-6.947223195669556e+17,Wolf 503 b
12486,40.16802120992968,-39.85556350193379,4.11,1.006,1.9712201026170015e+18,1.270568684987325e+18,-7.416807836341755e+17,Wolf 503 b
12623,40.561998271504166,40.192689944730375,4.91,0.582,1.605780184644734e+18,9.673319582602711e+17,6.318049553738527e+17,Wolf 503 b
12706,40.82415370245565,3.2348193486245647,3.47,0.093,1.7498980049854513e+18,1.095354498626238e+18,1.841146814199322e+17,Wolf 503 b
12719,40.8629972128898,27.7070779665668,4.65,-0.122,3.506333161553281e+18,2.6155362222193915e+18,1.7669994627685066e+18,Wolf 503 b
12770,41.03057088190237,-13.85875412659699,4.24,-0.122,4.217876193310216e+18,3.246746819777472e+18,-8.584678242589501e+17,Wolf 503 b
12777,41.05346121203353,49.22782876066897,4.1,0.514,1.3345336592441462e+18,7.377130303061075e+17,4.028229637586169e+17,Wolf 503 b
12828,41.237585480747136,10.1139367957075,4.27,0.311,1.753967523853438e+18,1.1063531840764083e+18,2.803258510486363e+17,Wolf 503 b
12843,41.27817252883147,-18.572312941622872,4.47,0.481,1.4710314018389043e+18,8.58718346954633e+17,3003296327216496.0,Wolf 503 b
12876,41.38717806247968,-67.6163141968088,4.83,0.058,1.9609577408193357e+18,1.2914882103889436e+18,-2.439427125743574e+18,Wolf 503 b
13061,41.97842286605031,29.246253159484024,4.52,1.112,2.2721016346951854e+18,1.5861789872759887e+18,9.75101499920697e+17,Wolf 503 b
13147,42.2732899126529,-32.40480427655885,4.45,0.981,2.1621500826528148e+18,1.4965930441157885e+18,-7.160163051359418e+17,Wolf 503 b
13209,42.4964746887523,27.25970511847044,3.61,-0.1,2.152836424562179e+18,1.4951873792351846e+18,8.314613325635022e+17,Wolf 503 b
13244,42.617677068074926,-75.06713406763944,4.76,1.337,1.7537092482221972e+18,1.1317995768318346e+18,-2.865212807702946e+18,Wolf 503 b
13254,42.6477974945478,38.31789442276793,4.22,0.343,1.8610787479943322e+18,1.2312692220419663e+18,8.89451414848536e+17,Wolf 503 b
13268,42.67441280376515,55.89540145751016,3.77,1.69,6.355926131363078e+18,5.375878897223796e+18,1.0569015807788138e+19,Wolf 503 b
13288,42.759385752643965,-21.00413368330277,4.76,0.906,2.348741827506815e+18,1.6847229906748134e+18,-4.792820362770287e+17,Wolf 503 b
13328,42.87856780400969,35.05930750519153,4.56,1.554,3.486220341887907e+18,2.745521644779772e+18,2.364324167960161e+18,Wolf 503 b
13531,43.564396379436985,52.7624477230595,3.93,0.758,2.1927449654218785e+18,1.567645279873863e+18,2.0085154945809674e+18,Wolf 503 b
13701,44.10741482802078,-8.899657574829487,3.89,1.088,2.0576765364553242e+18,1.4554628114188698e+18,-5.458301247065298e+16,Wolf 503 b
13847,44.56482838471556,-40.30449554567677,2.88,0.128,1.9930135085200346e+18,1.405723258650322e+18,-8.467968776925898e+17,Wolf 503 b
13879,44.690523279857736,39.66244879244802,4.68,0.065,2.849218409910312e+18,2.256319732369028e+18,2.105915487536928e+18,Wolf 503 b
13884,44.69951384007862,-64.0712469734303,4.98,0.126,2.0860101461376812e+18,1.5015983748452416e+18,-2.528029642770575e+18,Wolf 503 b
13905,44.76492789976437,35.18316822504878,4.94,1.235,3.0871864511742536e+18,2.4966791335662956e+18,2.0500843692986708e+18,Wolf 503 b
13914,44.80292740340597,21.34038379383941,4.63,0.048,2.992824635590266e+18,2.4054963043449e+18,1.1474449895527599e+18,Wolf 503 b
13954,44.92882156128987,8.90726222424387,4.71,-0.109,3.9704768625553e+18,3.3887225309301755e+18,7.616432935090892e+17,Wolf 503 b
14135,45.56980256653648,4.089192236461746,2.54,1.63,2.6177139631460244e+18,2.0721329465742904e+18,2.888189212798909e+17,Wolf 503 b
14146,45.59682166369839,-23.62485513228305,4.08,0.163,1.6864727512549396e+18,1.1226859543701477e+18,-1.86365158403326e+17,Wolf 503 b
14328,46.19913379629461,53.50641128856282,2.91,0.716,2.1624547593116283e+18,1.630364326886015e+18,2.0905665547489403e+18,Wolf 503 b
14354,46.29527551880665,38.83954055339369,3.32,1.528,2.8195501025353897e+18,2.321365618521578e+18,2.0697392704708483e+18,Wolf 503 b
14382,46.38487839400694,56.706202854477446,4.77,1.018,1.8964110210437775e+18,1.3579188668656778e+18,1.7574294470850836e+18,Wolf 503 b
14576,47.04223659645587,40.95563775992451,2.09,-0.003,1.6157737400355924e+18,1.0744061698933197e+18,7.159301812204078e+17,Wolf 503 b
14632,47.28014817297457,49.61264652162861,4.05,0.595,1.306734833177433e+18,7.437956933778906e+17,3.8792974649508826e+17,Wolf 503 b
14668,47.3757265327028,44.85656659506292,3.79,0.98,1.6737533177120842e+18,1.1431049070647941e+18,8.895570800851122e+17,Wolf 503 b
14817,47.82218934026454,39.61161523517836,4.61,1.115,2.6569500797066424e+18,2.2370025772972739e+18,1.9807502630183695e+18,Wolf 503 b
14838,47.90848585554821,19.726619657836043,4.35,1.033,2.1654037800658368e+18,1.69783213591121e+18,6.761107989225152e+17,Wolf 503 b
14862,47.9848273927167,74.3930662337019,4.85,0.035,1.4396084247037404e+18,8.951582406153591e+17,1.6152571139811054e+18,Wolf 503 b
14879,48.02178648963312,-28.983406691246785,3.8,0.543,1.4186323086040425e+18,8.722414232929851e+17,-7.066497513753371e+16,Wolf 503 b
15110,48.725180630867264,21.043910555809404,4.87,-0.007,3.144871916682597e+18,2.8460101859103104e+18,1.2957461124772966e+18,Wolf 503 b
15197,48.95840898985215,-8.819416744456532,4.8,0.232,1.900474514650945e+18,1.4352088679484221e+18,-3.3720204096590096e+16,Wolf 503 b
15382,49.59219154253706,-22.51102809908817,4.86,0.904,2.60859537308854e+18,2.2861620487179244e+18,-7.833494134048786e+17,Wolf 503 b
15416,49.682614301248485,34.222592898246475,4.85,1.491,8.633740618513318e+18,9.39183702636482e+18,7.99300858426727e+18,Wolf 503 b
15457,49.842252573741874,3.370841231662533,4.84,0.681,1.3457976082994578e+18,8.046889137072933e+17,1.5696146588293037e+17,Wolf 503 b
15474,49.879554991959175,-21.75764234222598,3.7,1.614,2.6260597133514414e+18,2.324233461481205e+18,-7.652933727298254e+17,Wolf 503 b
15510,50.0104799055636,-43.06478115687089,4.26,0.711,1.2516418625287565e+18,6.937258017679153e+17,1.2661517332861504e+16,Wolf 503 b
15520,49.99715759982711,65.65219386154043,4.74,-0.108,3.173136184453298e+18,2.9833934522387835e+18,7.047656007577748e+18,Wolf 503 b
15549,50.08477206487046,29.04834549710272,4.47,1.555,4.5644475856670597e+18,4.6539338567639e+18,3.0838880239008097e+18,Wolf 503 b
15648,50.36008975020507,43.329648177735294,4.96,0.051,1.8457397486224087e+18,1.4121557673261535e+18,1.1486321397192852e+18,Wolf 503 b
15863,51.0809670367737,49.86100068168352,1.79,0.481,3.4318220093107635e+18,3.397879515444478e+18,4.4216156699051315e+18,Wolf 503 b
15900,51.20279025412557,9.028317454728931,3.61,0.887,2.402145808638983e+18,2.1293437142747935e+18,4.5436384406518195e+17,Wolf 503 b
16083,51.792676810076685,9.73241755121024,3.73,-0.082,2.445236828148103e+18,2.2169847954164997e+18,4.956787101536126e+17,Wolf 503 b
16147,52.01302054133696,49.06268171851503,4.99,-0.091,3.339413481618607e+18,3.3749598037476045e+18,4.2155828032646656e+18,Wolf 503 b
16228,52.26721160010023,59.94031738764123,4.21,0.419,1.360993424351281e+19,1.6673380400562672e+19,3.5281193813999444e+19,Wolf 503 b
16244,52.34211063761629,49.50874755270525,4.67,-0.096,3.259953326895711e+18,3.305225097903607e+18,4.1586773212761994e+18,Wolf 503 b
16245,52.35028017256445,-62.93496085776893,4.71,0.41,1.3476884794048732e+18,8.273519123952492e+17,-4.486824748631052e+17,Wolf 503 b
16281,52.47807342783696,58.87874182604866,4.55,0.489,8.522729536832326e+18,1.017174399102139e+19,2.01525419768789e+19,Wolf 503 b
16335,52.6436975409075,47.99534074689358,4.36,1.367,2.5213148298288056e+18,2.3673603321083827e+18,2.624601381435629e+18,Wolf 503 b
16341,52.65449885137901,-5.07509498828208,4.74,-0.092,3.339486397186088e+18,3.4402917702367447e+18,-1.7817116976674938e+17,Wolf 503 b
16369,52.71837665314191,12.936667431301784,4.14,1.112,3.176756917293573e+18,3.2331376975660093e+18,9.03672154494518e+17,Wolf 503 b
16537,53.22587515588049,-9.458138200195958,3.72,0.881,1.2224869310475046e+18,6.675163369027793e+17,1.2402593675518997e+17,Wolf 503 b
16611,53.44731610557775,-21.63307166831265,4.26,-0.106,2.714024778780975e+18,2.679978224812147e+18,-8.919484489351514e+17,Wolf 503 b
16826,54.12263279183235,48.19244393847994,4.32,-0.058,3.7508254242813225e+18,4.1658010495188833e+18,5.076094674856224e+18,Wolf 503 b
16852,54.21666279815236,0.3983463687996146,4.29,0.575,1.4113782578217833e+18,9.32477825834338e+17,1.4328669166867237e+17,Wolf 503 b
16870,54.273692582167705,-40.27464318941919,4.57,1.023,2.0876981521985434e+18,1.87348681790152e+18,-1.200228726128586e+18,Wolf 503 b
